順位,ネーム,ルームナンバー,info,登録者数
535,海桑的人形馆_Kai,407806618,希望带来快乐与解决烦恼 ✨个人势Vup✨交流群:716410720 网易云:海桑_Kai丨 联动等各类合作请私信 live2d模型师,"15,154"
536,响木青Official,434973578,bilibili官方账号已授权。皆さん、こんにちは！響木アオです！みんなと響き合いたい！协力：放学后茶会字幕组,"15,150"
537,月之濑由美Official,476866164,『機動戦隊アイアンサーガ』の公式Vtuberです 月ヶ瀬ゆみ,"15,137"
538,弥祢兔,482035528,"❤只是一只兔子，想陪你一起走下去
                不炼Cu你在想什么呢kora！！！
                ✨兔兔会一直陪在你身边的呦⭐️所以不要难过
                兔窝:726624718","15,120"
539,鹤伞Ria_official,2450927,一代目已毕业。二代目准备中。也许会在未来的某一天再和你相见。,"15,072"
540,kurumi搬运,433447639,新人虚拟偶像くるみ！搬运已授权，有生肉需求联系补档，审核群：566701581 粉丝群：878616673,"15,043"
541,七葉琉伊,497677999,所属WACTOR的歌系VUPPER七葉琉伊！是男孩子哟～应援【1群 904472171】【 2群1055323137 】,"15,007"
542,届木羽华official,9987520,我是虚拟3D模型师&不老不死人偶VTuber届木羽华！个人网站→https://twpf.jp/todoki_uka/,"15,005"
543,雪莉Official,4430611,大家好！我叫雪莉，超次元学院所属Vup，喜欢我的话可以关注我，请多多关照！直播通知群：303606747,"14,994"
544,出云霞字幕组,399817053,にじさんじ所属liver出云霞非公式搬运。长期吃时轴/翻译/校对man。审核群：855731220 霞推群：576927273,"14,959"
545,樱小夜Saya,196558078,异世界掉落的魔法少女ww不明状况中(O.O;) 喜欢哼萌萌的歌，画小裙子～（Q小裙：893367063/推推：@sakura_sayaa）,"14,950"
546,牛牛子Channel,34194547,<ChaosLive> YAHOO！我是最想和大家说话的 从地狱来到人间打工的女子高中生 real up 牛牛子哒哞！很高兴与你相遇✧*,"14,933"
547,伏見ガク搬运组,401166457,Peace！にじさんじ所属伏见ガク搬运组/什么都吃的工作群635291776/粉丝群727586581,"14,922"
548,清良Kiyora,558070436,Hallo，我是VirtuaReal的新成员——火焰魔法的艺术家kiyora！商务合作请联系bd@vrp.live,"14,865"
549,Lucca事务所,353050668,"一只有趣的Vup事务所官号，合作请联系PocketfansMetro@gmail.com
              ","14,812"
550,苏了个妹,5963844,个人势VUP，圈家孩子排行老五，周一休息~ 苏妹的游戏厅：436482243 ,"14,799"
551,雨森小夜搬运组,20313142,这里是雨森小夜的已授权搬运组 目标是成为全熟搬运组！雨森小夜粉丝群：861640156 长期收翻译校对哟～雨森小夜搬运群：861648013,"14,774"
552,-HaRkA,873426,Is struggling through an allergic period.,"14,758"
553,白璃Official,13178002,<P.K.S所属>来自蜀山的剑仙一只，QQ应援群：948208091,"14,751"
554,柄柄ちゃん,26326935,- 魔女公司 Project - 喜欢的话就坚持吧,"14,731"
555,安樱なきNaki-Channel,33212649,33212649,"14,720"
556,喀什罗蒂Official,19461407,"罗蒂怎么叫：咕咕咕咕咕

                新建QQ讨论群1022284468，不嫌麻烦的可以进来玩玩，谢谢","14,660"
557,赤月ゆに搬运,402724422,非公式搬运。低产量更新。目前是什么人都吃，紧缺翻校。,"14,659"
558,栄野ゆめ曖,49474,来世で幸せになりたい。,"14,637"
559,涵涵_Live2Dモデリング,7080271,清楚的摸鱼系猫咪（？），Live2D动画师，不做男皮，不出道，约单自带原画和3k+预算,"14,536"
560,净净Severe,14074009,个人势vup。是个游戏宅是个人妻。就这样,"14,471"
561,佩内洛珀-克莱因Official,491979247,仿生人vup，识点字的俗人，爱好是目睹理智的光辉,"14,470"
562,召唤师yami,487902,正在为有朝一日成为全能UP而努力中，staycool !,"14,407"
563,秘密结社黑盾,586414718,秘密结社黑盾官方账号　粉丝群：1139613018,"14,389"
564,鹤祁_Tsuruki,2878144,阴间养鸟up 个人势 双声线 脾气暴躁 是地府警局女儿 以后要当警察！！,"14,373"
565,潇雨幕,40796901,大家好，这里是来自盖亚的人造人潇雨幕，欢迎大家关注，粉丝群:1138480230剪辑组:1136102727录播组:潇雨幕ATLAS,"14,339"
566,烤鱼子Official,592507317,592507317,"14,315"
567,特莉丝忒,651649,<个人势> 心中装着一条龙的教廷魔女。 -魔女公司 Project-,"14,227"
568,澪雀之森的神社,3735586,大神澪非官方同人组，狼崽聚集地，每日更新推特搬运，相关消息等。神社铸造世界持续招募中，审核群610916358,"14,212"
569,Quintincy_初号机,15811099,个人势动画Vup。画画自学中,"14,146"
570,九尾の沙羽Official,436846433,CRISPY*CRISPYのミルク担当沙羽です。官方审核群：935654163 粉丝群：831837586,"14,131"
571,D_W_U搬运,39106621,和DWU(DeepWebUnderground)ちゃん的共用账号，视频翻译并仅上传到B站(非官方)。,"14,058"
572,薄荷大反派,3727121,可爱又迷人丨微博同名丨网易云：Minto薄荷糖丨群：347519233,"13,982"
573,口诺柴柴哒,294008,(ó﹏ò｡)唱不好…汪汪！,"13,954"
574,伊月猫凛,10030059,快乐猫猫头！超凶！喵喵摔跤群(直播通知群)：921069628,"13,921"
575,Tacitly_麟犀,181559741,来自AI服务器，正在努力成为偶像的中日组合Tacitly(๑´ㅂ`๑) 粉丝群：224755144,"13,838"
576,女巫Vivian,374017536,歌系虚拟炼金术师，个人势，网易云同名，接模型，合作或约稿请私信，具体请看公告w,"13,758"
577,鬼月Channel,204838732,两声系日语唱见。本体是猫 粉丝群:956976696 商业&个人合作加Q1647371510,"13,741"
578,戈洛Glow,47868246,-Croven教团- 歌势Vup 喜欢rap 请多指教 ,"13,740"
579,千条アリアOfficial,398642121,梦想是在幕张展览馆举办live 本账号由搬运组和本人共同运营 有任何疑问欢迎私信或加入粉丝群：759763942,"13,700"
580,奈罗花字幕组,8256946,にじさんじ所属见习狱卒 奈罗花(ならか) 非公式字幕组 审核群870229463 粉丝群348756413 生肉→@奈罗花的生肉储藏室,"13,682"
581,浙江大学CC98论坛,222288454,CC98虚拟主播林雪樱，粉丝群：813843257，联系：contact@cc98.org,"13,666"
582,超V学园,477002148,“超V学园”---》超D乐园 合作请联系chaodian_vup@bilibili.com,"13,656"
583,雾间mist,486144682,lucca所属，喜欢音乐和游戏的可怕幽灵？ 聊天群：917197112,"13,640"
584,AIFans_Official,351759799,绊爱视频翻译搬运/绊爱中文粉丝站运营/粉丝站: kizunaai.fun/团队官网:aifans.cc/协力:@白鲸字幕组,"13,637"
585,黑川言,261325,✨泡泡茶会✨大家好，我是奶咖社所属虚拟up主黑川言，希望你能在我这里看的开心，请多关照。二群：859567847,"13,545"
586,矢泽大凤Channel,281426315,哼,"13,502"
587,朝之姐妹搬运组,6777056,工作群952189889；粉丝群937493883。,"13,387"
588,最poi的Nia,11041707,感谢你喜欢我的画❤~PID：16800437，Q群：797046956，找我可以直接在b站私信留言～～,"13,351"
589,绮良kira_Official,482911295,雷猴嘛我系绮良（σ｀・∀・´）σ超次元学院所属女高中生～努力成为爱抖露~欢迎加群玩：791522750 ,"13,349"
590,早濑弥生Official,436693674,"我是视觉系声优兼vtb早濑弥生哦/
                审核群：1076934839
                粉丝群：1078030076
              ","13,348"
591,小鸟瑠紫琉Official,408099062,我是DuckDriver的虚拟看板娘KotoriRushiru！精分双重人格小狐狸！粉丝群:854667819,"13,344"
592,LIZ-KMNZ,397520517,这里是KMNZ的MC LIZ,"13,310"
593,樱坂惠长,19725674,樱草惠的录播整活小号【老东方了！！！】,"13,247"
594,竹取かるた字幕组,399554022,竹取かるた授权字幕组，欢迎加入本组。审核群：878337323。竹子应援群：737032070。,"13,185"
595,梦月真白Official,431113669,"初次见面,我是VTuber梦月真白！推特：@msr0n1 粉丝群：1035075983 审核群：887662676","13,183"
596,茗魂_channel,1803236,"茗教门牌号：885450705~人美声甜唱歌配音编曲宝藏vup( ˘•ω•˘ ）！
                画师妈白白，模型妈poke，就是我关注里的两个哦~","13,153"
597,机动型青空,3303103,2077的黑角少年青空，会画画会打游戏，好像啥都会一点点，喜欢男孩子，直播游戏和绘画——微博：青空sora_【不接私稿】,"13,124"
598,NIJISANJIID联合搬运组,442576231,NIJISANJI ID分部非公式联合搬运组，英印马日翻及校对欢迎加入 审757920060 捞面馆145095220,"13,014"
599,蜜汁姬工坊,80505,这里小C！vup出道制作中(=´∀｀) 微博→蜜汁姬工坊 ,"12,970"
600,小怪受Channel,28198344,"不忘初心，方得始终。
                全职个人势个人势( ‘-ωก̀ )
              ","12,918"
601,咩咩咩的土味袜子铺,349674525,海盗级海军护卫舰，全凭热爱。审核群1047971941，粉丝群咱们都不知道哒噗哟,"12,914"
602,雀翎Suzume,319975083,你好呀~，我是Aien所属的Vliver!，喜欢配音，打游戏和唱歌~！录播组: @鸟巢里的雀球坊,"12,895"
603,山梨Official,453801943,<CodeEcho所属>带着智慧小眼镜的狐狸参上！！ 有个群：126548106,"12,832"
604,山海之麓鹿Channel,4013175,"纯娱乐无技术#虚拟主播山海村的村长 大爱fnaf系列
                粉丝群:1135567089 群风比较严厉 进群切勿胡闹 请不要尝试刺激我 后果很严重","12,830"
605,兔纱mimi_Official,216648,笑容治愈，喜欢唱歌烹饪的绝叫系Vtuber兎紗みみ！粉丝群：492598859 工作群急缺人手：762713932,"12,797"
606,奈美,667200,"画师妈妈@伶乃
                努力一定会被看到的吧？
                直播通知群：604208993","12,767"
607,五月织姬ctsu,441952268,"来自于异世界的魔法少女，本小姐最喜欢的东西就是草莓、猫，还有你.

                后勤审核群:1065323761","12,751"
608,神奈みかKanamika,473496907,<cloudconnecting> 汪呜！汪汪汪呜！ 群：629491416◢icon by帕尔Pearl,"12,733"
609,白羽八shiroha,4621148,励志做个游戏up主，却走向了睡觉的道路，结果变成了VUP？,"12,677"
610,Leia_夜空Project,49464709,休眠待机Leia的观测所群号――848083071❤ 画师：@-pre-,"12,568"
611,青桐高校游戏部搬运,544348,已获得搬运许可，感谢大家支持青桐高校游戏部！粉丝群号：557982287油管主页请搜索あおぎり高校/Vtuber High School,"12,516"
612,提灯Official好正式,9119023,今天起做游戏区up,"12,509"
613,黑泽诺亚NOIR,922573,-Croven教团- Music For Healing- 双重人格的修女姐姐 录播组@诺亚方舟映像院,"12,471"
614,萤喵w,174589427,喵～个猫势清楚系vup萤～宅猫一只~希望我与你都是温柔的人。(*/ω＼*)禁言通知群：1019647133,"12,463"
615,REALITY_official,390155514,这里是可以变成你想成为的自己的直播平台 会有各种VTuber过来直播哦,"12,431"
616,爱里亚Aria,516641409,风云社所属/网上冲浪的虚拟死宅被送到虚拟枫叶国学习魔法变成的魔法少女/歌指路QQ音乐/冲浪群号610515783,"12,430"
617,雪桃子Official,451793,ddr所属个人势vup雪桃子，是一只优雅的桃子！直播歌回魔音请注意！合作&联动请私信，妈妈是椿和Twiska~,"12,424"
618,御剣莉亚-官方,517746113,在WACTOR作为VUPPER的御剑莉亚! 官方粉丝群:1090042183 莉亚舰长群:1109492347,"12,404"
619,CANAMETOHARUKY,410512576,双人虚拟偶像组合“CANAME TO HARUKY”。请多多关照！　,"12,374"
620,狗神由紀Official,85905982,初次见面，我是新人vtuber狗神由紀! Yuki温暖的家：960479980 字幕组审核群：723427821,"12,356"
621,Diana-ディアナ,844122,星屑のシンフォニー　奏でろ！高らかに！,"12,326"
622,大米公主MaiPrincess,414753486,我们是来自日本的大米偶像，大米公主MaiPrincess！ 这里是我们的官方频道！BILIBILI的人类朋友们请多多关照！,"12,320"
623,龙崎_Official,308459,"谢谢您的关注/Virtual Dove居民/csgo整活王/投稿合作Q512844148/聊天群111834260
                活在别人投稿里的舞见","12,297"
624,眠叶绀Channel,315830968,バ美肉大叔社畜眠葉紺是也！明明原本是家里蹲的！怎么就变成社畜了啊！！！！,"12,244"
625,搽团_Official,30625719,"虚拟绘师(*´ω`*本体是没有赏味期限的三色团子
                群：1075613823 https://afdian.net/@chatuan1003","12,240"
626,长乐泠Rinnya,13151907,我被发现了喵？！这里是喜欢画画的个人势vup，妈妈是miya！约稿请私信，粉丝群：706019665,"12,227"
627,ViViD字幕组,392214433,已获得vivid官方授权。粉丝4群：696248611，5群：959053105。字幕组审核群：685228392,"12,221"
628,春猿火_harusaruhi,488976992,年轻人的想法与情绪，融入到歌声与说唱之中的虚拟说唱歌手 春猿火/HARUSARUHI。 ,"12,190"
629,伊芙Jealousy,2308730,个人势虚拟UP主&Rapper 血鸽鸽家七大罪中的嫉妒之大罪。交流群：QQ820283264 （全名叫伊芙-洁珞瑟 ,"12,158"
630,星空凛脂,2781618,"【星空灿烂之时，每颗星星都功不可没】
                个人势，aeg人柱力
                画师妈妈：日和响也
                夏心推，30组普通轴man
                粉丝群：916930321","12,145"
631,翎眠眠,8039356,是雪狼眠眠和蓝离散星妮·莉普的结合体，个人势中文虚拟主播 粉丝群:628637283 每天上午或晚上不定时开播,"12,118"
632,夕阳莉莉搬运組,2230818,"にじさんじ所属2期生の未来人！夕陽リリです！よろしくお願いします！（已授权）搬运组：930887962
                粉丝群：930900249","12,112"
633,拉莱娅_Channel,472352442,个人势古神（？）Vup，拉莱娅在深渊之底呼唤你 聊天群：642731650,"12,105"
634,不卡Noka_Channel,399999687,這裡是個人勢Vup糖果机Noka！曾经是JK 想成为你独一无二的存在‖粉丝群247949729‖,"12,081"
635,夏盐Official,474397341,求富婆QAQ【MZ次元所属vup】单推群：825978808 MZ箱推群：651914732,"12,063"
636,猫屋枕Official,65686347,「个人势」我们都是有趣又可恨的灵魂，才要在爱与被爱中生存。群：675590596 ,"12,042"
637,雨街F,118754720,RedCircle所属vup/vtb，喜欢音乐和游戏，是杀手！,"11,941"
638,柚唧の微光小剧场,391760485,391760485,"11,929"
639,comdost,416804826,"Hi I'm commy vtuber
                I help Natsumi Moe make videos","11,924"
640,草履虫Para,934940,"这里是单细胞意识统合体up，草履虫。
                我们接纳她， 她则给予我们永恒的爱。
                草履虫培养皿：865619180","11,919"
