順位,ネーム,アイコン,ルームナンバー,info,登録者数
355,电流妹Delia,https://i0.hdslb.com/bfs/face/8fdc6f04619770f2e95d75a8b39f93fd1e9d41e2.jpg@256h_256w,32484896,魔女公司Project 直播唱歌&游戏，可以加群了解出没时间!催波群786293113,"25,490"
356,Persimmon-柿子,https://i0.hdslb.com/bfs/face/4bd1ef4b6a8648488d0e06511464cf0a1cfa6598.jpg@256h_256w,738002,个人号。,"25,489"
357,琴咕咕Official,https://i1.hdslb.com/bfs/face/c60d9ca6e653219e23d792405f5c8001f25712c6.jpg@256h_256w,102511389,画小人的八美肉系VUP。不考虑点个关注吗？（笑）大琴帝国:249351270,"25,474"
358,木暮Piyoko-官方,https://i1.hdslb.com/bfs/face/a895066a1439ab5d665fcad2bd66c0a50bb3ebe7.jpg@256h_256w,486618658,大家好！我是超大型新人木暮piyoko!官方粉丝群是1061116009,"25,470"
359,超次元次元酱,https://i1.hdslb.com/bfs/face/269c71b7c811f50ce50f1828e76241cf837a693c.jpg@256h_256w,2706257,-`嗨嗨~这是一个元气神经虚拟up 最惨官方群：625550014 合作QQ：258838324,"25,438"
360,堕天稚悠爱Official,https://i0.hdslb.com/bfs/face/ea23c12fc8f242d431a63974cccbd9c6be1525de.jpg@256h_256w,411913934,字幕组长期招收组员，有意进组请加QQ群735848012,"25,411"
361,KINGSK科科_Channel,https://i2.hdslb.com/bfs/face/128d29de34dcbeb34f8c2b32414899521e7900fa.jpg@256h_256w,36795838,VRL所属狼人，你也喜欢毛茸茸吗？每天早8点&晚8点直播哦~ ▣ 商务合作邮箱：bd@vrp.live,"25,297"
362,纸木绢视频存放处,https://i0.hdslb.com/bfs/face/367ddda5a224685a77b58050553a6d5385d58878.jpg@256h_256w,377899842,377899842,"25,155"
363,萨莎柯里克Official,https://i2.hdslb.com/bfs/face/8cdd22be1008a7b352e1113bf0750f8dde5c1cc6.jpg@256h_256w,403894805,「Lucca」事务所所属虚拟UP主/Vtuber萨莎柯里克哒！请大家多多关照~,"25,116"
364,幻梦喵Channel,https://i2.hdslb.com/bfs/face/fa01d8979c0f4fbbec477ca5f28aed54a1dc612a.jpg@256h_256w,400141456,老吔，您来啦！今天是点暹罗猫呢？还是金吉猫呢？还是本店的招财猫呢？咱是萌音vup幻梦喵！唔喵~！啾啾啾！m—ua！呕——,"25,039"
365,風祭Kazamatsuri,https://i2.hdslb.com/bfs/face/155a3e5b2869e2babf0fb1507c9d10201a89ea64.jpg@256h_256w,14868240,信奉万物皆可嘲的甘草糖系男人。QQ群424835751,"25,027"
366,邪神酱Channel,https://i1.hdslb.com/bfs/face/6764dbc2028de97cdc88eea003c131cf9936844d.jpg@256h_256w,384230128,动画《邪神与厨二病少女》Vtuber公式频道。邪神酱(铃木爱奈)与花园百合铃(大森日雅)两人，为你随随便便呈上节目。,"24,863"
367,P-SP,https://i0.hdslb.com/bfs/face/3971770ed69d866dd268246c7d617bbb4e3a4280.jpg@256h_256w,454673997,"虚拟艺人团体Project SP,简称P-SP,官方联系邮箱：info@psplive.com","24,837"
368,白猫永远不打烊,https://i0.hdslb.com/bfs/face/497c5eefeea25e0fa71113984297438e3ab5a691.jpg@256h_256w,5772351,只想每天都开开心心 粉丝群：641454496 联动/约歌联系QQ2109863421,"24,832"
369,清露蝾螈饲养中心,https://i2.hdslb.com/bfs/face/63929b99ce417f8bc03cf517900d3f07a257ab1a.jpg@256h_256w,3772162,"清露郁奈指定联络邮箱kiyotsuyuikuna@gmail.com
                蝾螈组审核群: 495519156","24,753"
370,富士葵中国粉丝团,https://i1.hdslb.com/bfs/face/ccba25b7bad50156527489a9b285040a67a772e3.jpg@256h_256w,7078836,粉丝群118078941 非公式・転載許可済・中国語字幕あり;搬运已授权，不盈利。,"24,482"
371,有加plus,https://i2.hdslb.com/bfs/face/5cf1947e45374f300a6e941c953330b7a5c3997f.jpg@256h_256w,472845978,我是VirtuaReal Project四期生，孤独传说有加plus〜ダメダメダメ〜商务合作bd@vrp.live,"24,317"
372,穿裙带菜裸奔人字幕组,https://i1.hdslb.com/bfs/face/46e045967de8b97a24246a77cbba8d7e68e16b1a.jpg@256h_256w,15936956,爷活了 虽然不知道活到什么时候,"24,214"
373,粉黛乱子Capillaris,https://i1.hdslb.com/bfs/face/f518eaa40eaf977b35546250f551e041f0583a4f.jpg@256h_256w,1780645,只是一朵无害的鲜花…吗？,"24,153"
374,二宫河也丨梦璃Official,https://i0.hdslb.com/bfs/face/d2c3cc964baec39003a73789b1360ac0fa32b572.jpg@256h_256w,26155426,"新人vtuber:二宫梦璃。请大家多多指教！
                画师妈妈:二宫河也","24,054"
375,账号已注销,https://i0.hdslb.com/bfs/face/member/noface.jpg,95324386,95324386,"24,003"
376,miracle竹夭,https://i1.hdslb.com/bfs/face/565c91353fa64d2825fc7171c644d69dbb557a53.jpg@256h_256w,17683304,zhuyaowoming,"23,868"
377,姬咲柚流Official,https://i1.hdslb.com/bfs/face/bf39c22b821e53e0c4674a1527744f027bdd450d.jpg@256h_256w,493724848,"我是NoriPro所属的姬咲柚流！最喜欢画画了~
                现在正在为虚拟画师出道准备中...！","23,782"
378,暁ちあき搬运组,https://i0.hdslb.com/bfs/face/8251882a4de29ec246353118768201b4434dc2ca.jpg@256h_256w,1429475,(已授权)暁ちあき(Akatsuki Chiaki) 好孩子再忍耐一下哦 妈妈是@帕里_Paryi 粉丝群960876811,"23,748"
379,超V学园_慕斯Muse,https://i1.hdslb.com/bfs/face/0316ddfbdd6838b3060a0e1aef709b93b1b2ba35.jpg@256h_256w,474593911,来了就不可以走，否则我就把你打成三次元的空气！哼╯^╰,"23,671"
380,林檎酱ringo,https://i1.hdslb.com/bfs/face/53243368162010b3233a0a35283b2d12de64e842.jpg@256h_256w,54264888,微博：Ringo酱Apple qq群：590394002,"23,658"
381,Okome_VTuber官方频道,https://i2.hdslb.com/bfs/face/dc4ab26c05357adf5e3981a3da82f6d68b033c81.jpg@256h_256w,345648420,我是虚拟主播Okome(ˊᵕˋ)正在学习中文！ 请大家一定要多多关注我，支持我哦 粉丝群 628757276,"23,641"
382,白桃Channel,https://i0.hdslb.com/bfs/face/014aee949cf4bbc8d49f6e5395532d61476012a4.jpg@256h_256w,1516482,Virtopia所属个人势，网易云同名，不看私信，是个聪明天才。,"23,627"
383,艾玛的下仆军团,https://i2.hdslb.com/bfs/face/35966c4ac61c663f843ba0cd41a9800f534aaece.jpg@256h_256w,2031109,这里是已经离开了森中花咲家的魔王艾玛.奥古斯特的搬运组。粉丝群：650266747 审核群：750912269,"23,483"
384,夏色まつり工坊,https://i0.hdslb.com/bfs/face/8480ddfd8fa6b9dc065a5e998cbf58364610e8df.jpg@256h_256w,418124907,"夏色祭同人企划组，""非官方""祭丝组织。发布组内同人作品以及推特翻译。创建于19年1月26日，有意请加群114774549","23,358"
385,Kiroko96_Channel,https://i2.hdslb.com/bfs/face/274d65cfc307fd9090232d207b91cf6ce44d945f.jpg@256h_256w,600985,"这里是喜欢act和fps的猫咪kiroko，感兴趣的话点个关注吧~–粉丝猫窝:1104583567
                PS:是公猫","23,172"
386,凉宫白樱Official,https://i0.hdslb.com/bfs/face/3aab35d7ebaa3679ff9f674a3806d9fe0533bd13.jpg@256h_256w,244407176,ELFrost所属，虚拟女子高中生龙娘凉宫白樱，微博：@凉宫白樱_虚拟动漫社计划，粉丝群952860084,"23,143"
387,黑桐亚里亚Official,https://i1.hdslb.com/bfs/face/dc0d86ddd20147f4f2661db605ea28ee0f4b18ae.jpg@256h_256w,4911722,黑猫家族的首领兼任教母的黑桐亚里亚desu！ 粉丝群：1036479983 字幕组审核群：1065776777,"23,115"
388,白音雪-official,https://i0.hdslb.com/bfs/face/2d9111f88f3c050740a44f47b6add4878290f94c.jpg@256h_256w,612524985,Re:AcT所属的白音雪哟。喜欢的事是玩游戏和唱歌。想被各位一直宠爱着活下去。,"23,112"
389,双月YunaLia,https://i0.hdslb.com/bfs/face/fcb4a03f3de08dbbb72d9ddaf29bf9aa2888a8c7.jpg@256h_256w,62359,P-SP所属，喜欢唱歌的多声线虚拟JK双子：双月ゆな(黒)和双月りあ(白)，绘师妈妈@Bison仓鼠仓,"23,102"
390,椎名菜羽Official,https://i2.hdslb.com/bfs/face/643ee46ce07102e512ec310dfe75e266d87ec966.jpg@256h_256w,623441612,623441612,"23,010"
391,云家大家长水银,https://i0.hdslb.com/bfs/face/b5c304d8e3d3ed7acfac40ea82fa1fb17325079f.jpg@256h_256w,7568338,因为爱和热爱科普生物&化学！大家长参上!欢迎加入云家，群聊号码：717869438,"23,001"
392,琥珀-虚颜,https://i2.hdslb.com/bfs/face/4d2d046beeb2877e2787615753975596b141f04f.jpg@256h_256w,125823832,B站最穷大小姐，AI虚拟生命琥珀虚颜！这裡是官方唯一账号哟！,"22,901"
393,Kirikosama_,https://i0.hdslb.com/bfs/face/304ed436e389a9c6d99b71cc842c30948a55a287.jpg@256h_256w,1442771,來自中國香港熱愛遊戲少女一枚。目標是成為“偉大的渺小”。感謝與各位相遇。微博：Kirikosama,"22,726"
394,東雲恵Official,https://i2.hdslb.com/bfs/face/365946e99522350c2b2b8b871ece2deec7a04d40.jpg@256h_256w,308751411,中国的各位！hapifuri～！我叫东云惠，今年高三。中文在一点一点的学！,"22,712"
395,东爱璃Lovely,https://i2.hdslb.com/bfs/face/fecabd8cb7cc129fd3bdbc4b71cffec91d342bdd.jpg@256h_256w,3821157,"P-SP所属 有点笨蛋的（前）偶像最喜欢大家！
                ちょっと馬鹿な元アイドル　みんなのこと大好き‼︎
                fanclub：1067670003","22,413"
396,天川花乃official,https://i0.hdslb.com/bfs/face/90b8d6491057439001b4fdc7468ad0f50be2adc7.jpg@256h_256w,482515510,天川はの官方账号！,"22,191"
397,Mendako醤Official,https://i2.hdslb.com/bfs/face/32ddcd6e2016426d136b74d18ed7342677d4904e.jpg@256h_256w,388693909,来自深海的问候！大家好吗？ mendako酱来啦啊啊啊！,"22,184"
398,凤玲天天Official,https://i1.hdslb.com/bfs/face/9bc0ab926a59c0666170ae41f8c7c5f18735688e.jpg@256h_256w,623441609,我是料理人女僕凤玲天天!绘师:がおう/诚徵 字幕组审核群1127612473,"22,181"
399,九鸟子起飞,https://i1.hdslb.com/bfs/face/2e17dd54749af8c3c4b13595a7dd8a2d9e930262.jpg@256h_256w,12964678,◇视频多为粉丝向和个人纪念向，希望你能喜欢◇2级粉丝勋章群：566694344✧,"22,164"
400,这是亦枝YY,https://i2.hdslb.com/bfs/face/512ecd97b2ffdecbf7a452e0c289baab97144a1e.jpg@256h_256w,147471,P-SP所属 与法棍有关的谜男子！VUP的YY！SOW成员！喜欢游戏！唱歌！草！面包房：829652580,"22,134"
401,艾克斯Official,https://i1.hdslb.com/bfs/face/2ce6cc3205e9997074dbb410e6ff88d1a3835b4e.jpg@256h_256w,477780498,エクス・アルビオと申します!!主に夜、いろんなゲーム配信をしているのでよろしくお願いします!!,"21,951"
402,江惠惠Official,https://i0.hdslb.com/bfs/face/ab8a90a756509d205a868802590277014c54cfec.jpg@256h_256w,422501642,【MZ次元】很可爱，但是会咬人！一般下午两点多三点开始在，晚上随缘。打牌，钓鱼，赛鸟！单挑群：950626438 ,"21,943"
403,丝茉茉i,https://i0.hdslb.com/bfs/face/1723b5e8ad822e6c8e48cd91318a524cea237e87.jpg@256h_256w,27564630,游戏玩家 ✨ 谢谢你们愿意留下来做我的那束光 微博:丝茉茉i,"21,829"
404,数字云糕Official,https://i0.hdslb.com/bfs/face/b65b52673acb444090d05500014cd06b21c2d64a.jpg@256h_256w,3391089,回顾、翻新、修复经典科技数码硬件与软件，发现和探索各类电子产品。仅B站和头条是官方号。没有电商店铺，其他地方看到都是假冒的！,"21,789"
405,水無瀬rui_official,https://i0.hdslb.com/bfs/face/777901a3f170bc6763c2b9f03f6b01b396733a91.jpg@256h_256w,390131950,这里是来自日本的个人势vtuber水無瀬るい！ 粉丝群960563538 字幕协力206452385,"21,740"
406,初音未来LStype,https://i0.hdslb.com/bfs/face/1347092ce60c63c125c1edfa776861094d3f723e.jpg@256h_256w,426170094,初音Vtuber出道？！- Crypton所属非官方Vtuber初音未来LS type官方账号 粉丝群756518321,"21,704"
407,最后的梦制作组,https://i1.hdslb.com/bfs/face/87e3caf5c48171cb631ee67d332da279790474eb.jpg@256h_256w,34782593,宝藏见收藏。制作组(X)开发组(✓)资源和工具见社团网站注：免费工具禁止商用！,"21,637"
408,黑音夜见Official,https://i0.hdslb.com/bfs/face/6a2ef5ab59789d4df1ec5cf87b9cb4b5ee4b04a1.jpg@256h_256w,608146606,黑音夜见哒哟～！,"21,588"
409,LITA-KMNZ,https://i2.hdslb.com/bfs/face/2e814c1f894a06be6f04eb977876981d22d83996.jpg@256h_256w,397520048,这里是KMNZ的MC LITA,"21,536"
410,獅子神レオナ翻译组,https://i1.hdslb.com/bfs/face/ae1304483e05b7698fb5bd30fb4f9cb732fc4566.jpg@256h_256w,390389908,已授权 不盈利搬运 请勿投食 粉丝群:684199272 工作群370336016 加工作群的请留意好友信息,"21,340"
411,轰京子Official,https://i2.hdslb.com/bfs/album/e508ce18a35f2fe14ce30faef773152e8b4f9707.jpg@256h_256w,586880203,ちょり～っす！你好！にじさんじの轟京子です。目指せ！エナジードリンク系バーチャルライバー,"21,337"
412,结-Official,https://i1.hdslb.com/bfs/face/1bb00cafa426b31a21214c709ffe6f368c1f9796.jpg@256h_256w,477639461,年中无休花声系女子 粉丝群:941596091 和烤肉man一起成为偶像→审核群:917224813（缺人救救孩子吧）,"21,327"
413,塔克Tako,https://i1.hdslb.com/bfs/face/f4ddcad32bcb45b8ab7fa4615b0bd4d860b34512.jpg@256h_256w,9066351,正在播放《章鱼经节选》 ●━━━━━━─────── 11:26 ⇆ㅤ◁ㅤㅤ❚❚ㅤㅤ▷ ㅤ-Croven教团-所属,"21,291"
414,希贝尔与蕾蒂Official,https://i2.hdslb.com/bfs/face/9c34000300c437e83528210504b3dabbadb80df7.jpg@256h_256w,430219038,<Facemoe> 两人一同为你献上最爱的那首歌❥ 粉丝群：295691607,"21,211"
415,八木迪之,https://i1.hdslb.com/bfs/face/8de1375266fc6a55f885eb059ab0400bdeb3d8fd.jpg@256h_256w,480675481,VirtuaReal所属Liver，虚拟咖啡师/臭打游戏的。简单点，来杯耶加雪菲吧。,"21,169"
416,空酱Official,https://i0.hdslb.com/bfs/face/bc319be4501822437f847ba27595dd68d6fd4549.jpg@256h_256w,523866328,新人空酱仍然实习中QAQ，请多多指教！,"21,109"
417,吉妮Genie,https://i2.hdslb.com/bfs/face/e9338d8e26dced866c31e36cb780fe83e8c02e9e.jpg@256h_256w,314290795,我是吉妮、欢迎来到我的频道:D，对自己作品要求较高 ，更新较慢一些，还请多多包涵，谢谢~ 粉丝QQ群:313619192,"21,061"
418,月兔华-官方,https://i2.hdslb.com/bfs/face/5024fb68e77b45504c06a658bef4c2ff46fd6b79.jpg@256h_256w,486618657,WACTOR所属・兔耳新人VUPPER月兔华!希望可以关注，点赞，加入QQ粉丝群哟！官方粉丝群是612779837,"21,011"
419,魔魔マラ,https://i2.hdslb.com/bfs/face/8a3eaf0b8bf0d95fbaf7a479a197f388fdbf1bf9.jpg@256h_256w,322210278,外星图一乐行为艺术家 清楚妹系VirtuaReal link所属联动势 商务联系：bd@vrp.live,"20,884"
420,Skammy2D_Channel,https://i1.hdslb.com/bfs/face/916312787d0bd6851027eed17a5f23225af6672c.png@256h_256w,87655975,出道未半而中道崩殂，技术宅，MC开发者光影作者，众多游戏mod插件作者，游戏区杂食动物主mc其他游戏也玩，不定直播，粉丝群719620181,"20,610"
421,猫猫Official,https://i0.hdslb.com/bfs/face/70f88203527642f95f9ecbe1c58533d756272a39.jpg@256h_256w,497430637,"家里蹲超级阿宅宇宙人 猫猫(maomao)
                MarbleCreators所属
                审核群长期招人：864631323","20,495"
422,四季侦探团活动记录,https://i2.hdslb.com/bfs/face/84515cd067271fddf549c75b7ae96f8defcfb984.jpg@256h_256w,1302200,"四季豆...四季侦探团搬运组desu！
                目前还是海盗噗噜噜噜噜((o(>皿<)o)) !!
              ","20,268"
423,nanaha_akahoshi,https://i1.hdslb.com/bfs/face/3eea8071dd39839580f945442ddd477e80a3c613.jpg@256h_256w,397047629,你好、bilibili的同志諸君！,"20,183"
424,星空monoka,https://i1.hdslb.com/bfs/face/d7aea72206428b340cad537371eb46eb13d9015c.jpg@256h_256w,501601746,出自日本的虚拟主播星空monoka(ホシゾラモノカ)官方。粉丝群：695418998 字幕組审,"20,090"
425,Rapha拉法_Official,https://i0.hdslb.com/bfs/face/0573fc4cf9ca6c517c5adc8b2af6ca2e675a4c89.jpg@256h_256w,501659587,facemoe所属 清楚的天使 嘲讽脸光速吐槽役虚拟主播,"19,982"
426,萌新喵Official,https://i0.hdslb.com/bfs/face/7d4f592d3db7a1f37a13bc380da38ebca8ea2bfd.jpg@256h_256w,22259121,"一个什么都不会的死宅喵！
                萌新喵的群：690132415
              ","19,956"
427,AI艾灵,https://i0.hdslb.com/bfs/face/b4a49a0cd2cb2fde918c969a2d7bc197081a6e30.jpg@256h_256w,510100897,一个爱唱歌的AI主播，24小时直播那种。Q群：373884858,"19,942"
428,坂上杏子-YuriTime所属,https://i0.hdslb.com/bfs/face/99d2876ddad3f23c7b8a54757729ab5ce33879d8.jpg@256h_256w,2142409,你好~我是VUP的杏子哒哟，要来我的QQ群玩哦417474269,"19,869"
429,蒼月エリ搬运组,https://i1.hdslb.com/bfs/face/3e62c335031f60a10e28d916dcd8f43dcc8f73f6.jpg@256h_256w,389349320,HNST蒼月エリ汉化搬运，很高兴有过你的陪伴，生肉搬运@陽向葵的向日葵,"19,837"
430,风华channel,https://i2.hdslb.com/bfs/face/479bd32afcba5476c23dd51e76fbee1f35b0861a.jpg@256h_256w,3608875,抱歉了风华，最后还是没能给你个好眠。我搞砸了，事实无法胜利。明明是不想烧到她才说出这些话的，却被利用了。（该账号已停用）,"19,824"
431,可可ベロス,https://i2.hdslb.com/bfs/face/480beb60ac73df13d51b08b853524a7d4ef63704.jpg@256h_256w,17384147,打枪的旅人，永远的神,"19,780"
432,米蕾優channel,https://i2.hdslb.com/bfs/face/3d2bb4a266ae0f01a24118f8b66ff7a01792b998.jpg@256h_256w,476676325,在日本 个人势VUP<ChaosLive·S> 绘师@tanoki苒佚 群:712698775,"19,743"
433,奶茶啓巳_Ncha-P,https://i2.hdslb.com/bfs/face/f3d7edfcaeccbb2cec96e102e81f7ab64d2245e4.jpg@256h_256w,78779766,大家好！我是奶茶啓己。 微博@Ncha-P奶茶,"19,678"
434,エイレーン艾琳,https://i1.hdslb.com/bfs/face/c1e145b96527984a12341696c809170c97feeeba.jpg@256h_256w,94896660,本人です！只是来玩，并不会在这个账号发布视频哦w,"19,653"
435,VA-Luna,https://i0.hdslb.com/bfs/face/d49592a740cde9e9b7878ae2e2b03c6aedc262ee.jpg@256h_256w,2186106,Pengu视频已由@一把近战都不给六花 搬运,"19,611"
436,洛清崖,https://i0.hdslb.com/bfs/face/2c3240b7ce7ca587a7bf3800db38cb53d3421f58.jpg@256h_256w,373263,聊天群：666666590,"19,600"
437,超V学园_白祁Seven,https://i0.hdslb.com/bfs/face/8566ed779329f5d40b6f3d79e9e629d458dc43c1.jpg@256h_256w,474593912,Zzzz…Z……z………,"19,527"
438,木苒_Channel,https://i0.hdslb.com/bfs/face/53475b6bd9cbca3c97bcc7b7c60560a08fc4112f.jpg@256h_256w,30791929,"【个人势VUP】集沙雕与可爱为一体の美少女
                和木苒一起恰桃子群号807719919","19,499"
439,月见_tsuki,https://i2.hdslb.com/bfs/face/18f5a35fa43d6c081b7d5427dd574354f9fc57dc.jpg@256h_256w,431311100,"『世界一直在变化 ，结果由我们来决定』
                魔法被窝(Q群)：763162163","19,440"
440,咕咕挞Official,https://i2.hdslb.com/bfs/face/364a16c2bd6aa253ee1f38be262bb93f983fc01f.jpg@256h_256w,3724949,一只鸽子和三个女儿的共同乐园，直播势VUP团队~,"19,408"
441,皮皮梦_official,https://i1.hdslb.com/bfs/face/cd2fb909d44d7af142113b62660f88de0a9e72c8.jpg@256h_256w,480420159,绘梦的普通大小姐/小众自由vup/又甜又酷/哼～,"19,402"
